"director";"movie";"year";"rating";"votes";"cover";"fcover"
"Hayao Miyazaki";" Mirai shônen Konan Tokubetsu-hen: Kyodaiki Giganto no Fukkatsu";" 1984";" 7.5";" 77";" NA";" NA"
"Hayao Miyazaki";" Kaze no tani no Naushika";" 1984";" 8.1";" 87005";" http://ia.media-imdb.com/images/M/MV5BMTM1NjIxNTY4OF5BMl5BanBnXkFtZTcwNDE5MDIyNw@@._V1._SX100_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTM1NjIxNTY4OF5BMl5BanBnXkFtZTcwNDE5MDIyNw@@.jpg"
"Hayao Miyazaki";" Rupan sansei: Kariosutoro no shiro";" 1979";" 7.8";" 15175";" http://ia.media-imdb.com/images/M/MV5BMjAwMDc1NDY3MV5BMl5BanBnXkFtZTgwNjUyNjM0MzE@._V1._SX93_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjAwMDc1NDY3MV5BMl5BanBnXkFtZTgwNjUyNjM0MzE@.jpg"
"Francis Ford Coppola";" Distant Vision";" 2015";" 7.5";" 33";" NA";" NA"
"Francis Ford Coppola";" Twixt";" 2011";" 4.8";" 8179";" http://ia.media-imdb.com/images/M/MV5BMTQ1MjAwODg5MV5BMl5BanBnXkFtZTcwNTkwNDA5OQ@@._V1._SX100_SY136_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTQ1MjAwODg5MV5BMl5BanBnXkFtZTcwNTkwNDA5OQ@@.jpg"
"Francis Ford Coppola";" Tetro";" 2009";" 6.9";" 10328";" http://ia.media-imdb.com/images/M/MV5BMTY3ODQxNDc2Ml5BMl5BanBnXkFtZTcwOTYxMTYxMw@@._V1._SX100_SY133_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTY3ODQxNDc2Ml5BMl5BanBnXkFtZTcwOTYxMTYxMw@@.jpg"
"Francis Ford Coppola";" Youth Without Youth";" 2007";" 6.3";" 11111";" http://ia.media-imdb.com/images/M/MV5BNjU1NzA1OTkxM15BMl5BanBnXkFtZTcwMzgzMDM1MQ@@._V1._SX95_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BNjU1NzA1OTkxM15BMl5BanBnXkFtZTcwMzgzMDM1MQ@@.jpg"
"Francis Ford Coppola";" Supernova";" 2000";" 4.7";" 14162";" http://ia.media-imdb.com/images/M/MV5BMTgwMjI4OTU4MF5BMl5BanBnXkFtZTcwOTk3MTE3NA@@._V1._SX93_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTgwMjI4OTU4MF5BMl5BanBnXkFtZTcwOTk3MTE3NA@@.jpg"
"Francis Ford Coppola";" The Rainmaker";" 1997";" 7.1";" 43537";" http://ia.media-imdb.com/images/M/MV5BMTU1NDU5MzkzOV5BMl5BanBnXkFtZTgwNjU4NzMxMDE@._V1._SX93_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTU1NDU5MzkzOV5BMl5BanBnXkFtZTgwNjU4NzMxMDE@.jpg"
"Francis Ford Coppola";" Jack";" 1996";" 5.7";" 44680";" http://ia.media-imdb.com/images/M/MV5BMTczMjIzOTY2M15BMl5BanBnXkFtZTcwMzM3NTYyMQ@@._V1._SX96_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTczMjIzOTY2M15BMl5BanBnXkFtZTcwMzM3NTYyMQ@@.jpg"
"Francis Ford Coppola";" Dracula";" 1992";" 7.5";" 135753";" http://ia.media-imdb.com/images/M/MV5BMTYyOTM5NzU3Nl5BMl5BanBnXkFtZTgwOTQxNjAxNzE@._V1._SX99_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTYyOTM5NzU3Nl5BMl5BanBnXkFtZTgwOTQxNjAxNzE@.jpg"
"Francis Ford Coppola";" The Godfather: Part III";" 1990";" 7.6";" 247026";" http://ia.media-imdb.com/images/M/MV5BMTczMDcxNDA4MV5BMl5BanBnXkFtZTgwNjY1NTk4NjE@._V1._SX94_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTczMDcxNDA4MV5BMl5BanBnXkFtZTgwNjY1NTk4NjE@.jpg"
"Francis Ford Coppola";" New York Stories";" 1989";" 6.4";" 13129";" http://ia.media-imdb.com/images/M/MV5BMTcxMjYwMzQ1Ml5BMl5BanBnXkFtZTYwNDEyNjk5._V1._SX99_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTcxMjYwMzQ1Ml5BMl5BanBnXkFtZTYwNDEyNjk5.jpg"
"Francis Ford Coppola";" Tucker: The Man and His Dream";" 1988";" 6.9";" 11408";" http://ia.media-imdb.com/images/M/MV5BMzYyMzE0NDIwMV5BMl5BanBnXkFtZTcwMzUwMTcxMQ@@._V1._SX99_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMzYyMzE0NDIwMV5BMl5BanBnXkFtZTcwMzUwMTcxMQ@@.jpg"
"Francis Ford Coppola";" Gardens of Stone";" 1987";" 6.4";" 3906";" http://ia.media-imdb.com/images/M/MV5BMTUwMTU3OTYxN15BMl5BanBnXkFtZTcwMzg3MzEyMQ@@._V1._SX97_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTUwMTU3OTYxN15BMl5BanBnXkFtZTcwMzg3MzEyMQ@@.jpg"
"Francis Ford Coppola";" Peggy Sue Got Married";" 1986";" 6.3";" 26124";" http://ia.media-imdb.com/images/M/MV5BMTYxNzI3NjUyM15BMl5BanBnXkFtZTcwOTU2MjUyMQ@@._V1._SX77_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTYxNzI3NjUyM15BMl5BanBnXkFtZTcwOTU2MjUyMQ@@.jpg"
"Francis Ford Coppola";" The Cotton Club";" 1984";" 6.5";" 12250";" http://ia.media-imdb.com/images/M/MV5BMTU5ODAyNzA4OV5BMl5BanBnXkFtZTcwNzYwNTIzNA@@._V1._SX93_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTU5ODAyNzA4OV5BMl5BanBnXkFtZTcwNzYwNTIzNA@@.jpg"
"Francis Ford Coppola";" Rumble Fish";" 1983";" 7.3";" 23254";" http://ia.media-imdb.com/images/M/MV5BMjE4NTUwMzcwN15BMl5BanBnXkFtZTcwMzI0NjAyMQ@@._V1._SX98_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjE4NTUwMzcwN15BMl5BanBnXkFtZTcwMzI0NjAyMQ@@.jpg"
"Francis Ford Coppola";" The Outsiders";" 1983";" 7.2";" 54772";" http://ia.media-imdb.com/images/M/MV5BMTcxMDQ0OTM3OV5BMl5BanBnXkFtZTYwNTkxODI5._V1._CR24,22,273,428._SX89_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTcxMDQ0OTM3OV5BMl5BanBnXkFtZTYwNTkxODI5._V1._CR24,22,273,428._SX89_SY140_.jpg"
"Francis Ford Coppola";" One from the Heart";" 1981";" 6.5";" 3680";" http://ia.media-imdb.com/images/M/MV5BMTk2MDQ4NjAzMV5BMl5BanBnXkFtZTcwMDYwNTQyMQ@@._V1._SX99_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTk2MDQ4NjAzMV5BMl5BanBnXkFtZTcwMDYwNTQyMQ@@.jpg"
"Francis Ford Coppola";" Apocalypse Now";" 1979";" 8.5";" 420819";" http://ia.media-imdb.com/images/M/MV5BMTcyMzQ5NDM4OV5BMl5BanBnXkFtZTcwODUwNDg3OA@@._V1._SX100_SY133_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTcyMzQ5NDM4OV5BMl5BanBnXkFtZTcwODUwNDg3OA@@.jpg"
"Francis Ford Coppola";" The Godfather: Part II";" 1974";" 9.0";" 728154";" http://ia.media-imdb.com/images/M/MV5BNDc2NTM3MzU1Nl5BMl5BanBnXkFtZTcwMTA5Mzg3OA@@._V1._SX93_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BNDc2NTM3MzU1Nl5BMl5BanBnXkFtZTcwMTA5Mzg3OA@@.jpg"
"Francis Ford Coppola";" The Conversation";" 1974";" 7.9";" 70712";" http://ia.media-imdb.com/images/M/MV5BMjY0NjYzNjkwNF5BMl5BanBnXkFtZTcwNTk3MzU3Mg@@._V1._SX94_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjY0NjYzNjkwNF5BMl5BanBnXkFtZTcwNTk3MzU3Mg@@.jpg"
"Francis Ford Coppola";" The Godfather";" 1972";" 9.2";" 1073491";" http://ia.media-imdb.com/images/M/MV5BMjEyMjcyNDI4MF5BMl5BanBnXkFtZTcwMDA5Mzg3OA@@._V1._SX93_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjEyMjcyNDI4MF5BMl5BanBnXkFtZTcwMDA5Mzg3OA@@.jpg"
"Francis Ford Coppola";" The Rain People";" 1969";" 6.9";" 2008";" http://ia.media-imdb.com/images/M/MV5BODYwNDgyMDY5MF5BMl5BanBnXkFtZTcwMDkyMTcxMQ@@._V1._SX76_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BODYwNDgyMDY5MF5BMl5BanBnXkFtZTcwMDkyMTcxMQ@@.jpg"
"Francis Ford Coppola";" Finian's Rainbow";" 1968";" 6.2";" 2420";" http://ia.media-imdb.com/images/M/MV5BMTY4OTUzOTc2OF5BMl5BanBnXkFtZTgwMjU0Njg0MTE@._V1._SX88_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTY4OTUzOTc2OF5BMl5BanBnXkFtZTgwMjU0Njg0MTE@.jpg"
"Francis Ford Coppola";" You're a Big Boy Now";" 1966";" 6.4";" 1085";" http://ia.media-imdb.com/images/M/MV5BMTQ4NTQzNzY3MV5BMl5BanBnXkFtZTgwNjQyNjIzMTE@._V1._SX94_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTQ4NTQzNzY3MV5BMl5BanBnXkFtZTgwNjQyNjIzMTE@.jpg"
"Francis Ford Coppola";" Dementia 13";" 1963";" 5.7";" 4960";" http://ia.media-imdb.com/images/M/MV5BMTc0OTA1NDA4NF5BMl5BanBnXkFtZTcwOTYwMDIzMQ@@._V1._SX92_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTc0OTA1NDA4NF5BMl5BanBnXkFtZTcwOTYwMDIzMQ@@.jpg"
"Francis Ford Coppola";" The Terror";" 1963";" 5.0";" 5083";" http://ia.media-imdb.com/images/M/MV5BMTY1NzU5MDA4N15BMl5BanBnXkFtZTcwNTQzMzU1MQ@@._V1._SX100_SY100_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTY1NzU5MDA4N15BMl5BanBnXkFtZTcwNTQzMzU1MQ@@.jpg"
"Francis Ford Coppola";" Tonight for Sure";" 1962";" 3.2";" 111";" NA";" NA"
"Francis Ford Coppola";" The Bellboy and the Playgirls";" 1962";" 4.2";" 83";" NA";" NA"
"Francis Ford Coppola";" Nebo zovyot";" 1959";" 4.5";" 467";" http://ia.media-imdb.com/images/M/MV5BMTg0NjM0NjM5MV5BMl5BanBnXkFtZTcwNjAxMjcyMQ@@._V1._SX99_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTg0NjM0NjM5MV5BMl5BanBnXkFtZTcwNjAxMjcyMQ@@.jpg"
"Mani Ratnam";" OK Kanmani";" 2015";" 7.5";" 1987";" http://ia.media-imdb.com/images/M/MV5BMTU3NzQ1NjUzNl5BMl5BanBnXkFtZTgwODkyMTg3NjE@._V1._SX100_SY133_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTU3NzQ1NjUzNl5BMl5BanBnXkFtZTgwODkyMTg3NjE@.jpg"
"Mani Ratnam";" Kadal";" 2013";" 5.6";" 1036";" NA";" NA"
"Mani Ratnam";" Raavan";" 2010";" 5.3";" 3263";" http://ia.media-imdb.com/images/M/MV5BMTEwNzMzMzc0NDdeQTJeQWpwZ15BbWU3MDg4MDE4NTM@._V1._SX97_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTEwNzMzMzc0NDdeQTJeQWpwZ15BbWU3MDg4MDE4NTM@.jpg"
"Mani Ratnam";" Raavanan";" 2010";" 6.8";" 2049";" http://ia.media-imdb.com/images/M/MV5BNDA5ODIyMTMxMV5BMl5BanBnXkFtZTgwMjY5MTUyNzE@._V1._SX93_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BNDA5ODIyMTMxMV5BMl5BanBnXkFtZTgwMjY5MTUyNzE@.jpg"
"Mani Ratnam";" Guru";" 2007";" 7.8";" 12013";" http://ia.media-imdb.com/images/M/MV5BMjAzMTkyMTQ0MF5BMl5BanBnXkFtZTcwMjIxNjA0MQ@@._V1._SX97_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjAzMTkyMTQ0MF5BMl5BanBnXkFtZTcwMjIxNjA0MQ@@.jpg"
"Mani Ratnam";" Ayitha Ezhuthu";" 2004";" 7.6";" 1718";" NA";" NA"
"Mani Ratnam";" Yuva";" 2004";" 7.5";" 4616";" http://ia.media-imdb.com/images/M/MV5BMTcxMDU0MTgwN15BMl5BanBnXkFtZTgwMTEzMDI4MzE@._V1._SX96_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTcxMDU0MTgwN15BMl5BanBnXkFtZTgwMTEzMDI4MzE@.jpg"
"Mani Ratnam";" Kannathil Muthamittal";" 2002";" 8.5";" 3595";" http://ia.media-imdb.com/images/M/MV5BMTQ0MDgxODk1OV5BMl5BanBnXkFtZTcwMjc3MTcwMg@@._V1._SX98_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTQ0MDgxODk1OV5BMl5BanBnXkFtZTcwMjc3MTcwMg@@.jpg"
"Mani Ratnam";" Alai Payuthey";" 2000";" 8.2";" 1984";" NA";" NA"
"Mani Ratnam";" Dil Se..";" 1998";" 7.8";" 17764";" http://ia.media-imdb.com/images/M/MV5BMTI2NjU4MjkxOF5BMl5BanBnXkFtZTcwMTc3MDYxMQ@@._V1._SX98_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTI2NjU4MjkxOF5BMl5BanBnXkFtZTcwMTc3MDYxMQ@@.jpg"
"Mani Ratnam";" Iruvar";" 1997";" 8.5";" 2015";" NA";" NA"
"Mani Ratnam";" Bumbai";" 1995";" 8.1";" 5439";" http://ia.media-imdb.com/images/M/MV5BMTU2MzkxODgyMF5BMl5BanBnXkFtZTcwMDk3NDgxMQ@@._V1._SX98_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTU2MzkxODgyMF5BMl5BanBnXkFtZTcwMDk3NDgxMQ@@.jpg"
"Mani Ratnam";" Thiruda Thiruda";" 1994";" 7.1";" 751";" NA";" NA"
"Mani Ratnam";" Roja";" 1992";" 8.2";" 4100";" NA";" NA"
"Mani Ratnam";" Thalapathi";" 1991";" 8.6";" 2994";" NA";" NA"
"Mani Ratnam";" Anjali";" 1990";" 8.2";" 1343";" NA";" NA"
"Mani Ratnam";" Gitanjali";" 1989";" 8.3";" 991";" NA";" NA"
"Mani Ratnam";" Agni Natchathiram";" 1988";" 7.8";" 765";" NA";" NA"
"Mani Ratnam";" Nayakan";" 1987";" 8.9";" 5581";" NA";" NA"
"Mani Ratnam";" Mouna Ragam";" 1986";" 8.5";" 1446";" NA";" NA"
"Mani Ratnam";" Idaya Kovil";" 1985";" 7.2";" 76";" NA";" NA"
"Mani Ratnam";" Pagal Nilavu";" 1985";" 7.1";" 92";" NA";" NA"
"Mani Ratnam";" Unaroo";" 1984";" 7.4";" 59";" NA";" NA"
"Mani Ratnam";" Pallavi Anu Pallavi";" 1983";" 7.2";" 184";" NA";" NA"
"Peter Jackson";" The Adventures of Tintin: Prisoners of the Sun";" 2016";" NA";" NA";" NA";" NA"
"Peter Jackson";" The Hobbit: The Battle of the Five Armies";" 2014";" 7.5";" 312552";" http://ia.media-imdb.com/images/M/MV5BODAzMDgxMDc1MF5BMl5BanBnXkFtZTgwMTI0OTAzMjE@._V1._SX94_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BODAzMDgxMDc1MF5BMl5BanBnXkFtZTgwMTI0OTAzMjE@.jpg"
"Peter Jackson";" The Hobbit: The Desolation of Smaug";" 2013";" 7.9";" 445585";" http://ia.media-imdb.com/images/M/MV5BMzU0NDY0NDEzNV5BMl5BanBnXkFtZTgwOTIxNDU1MDE@._V1._SX95_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMzU0NDY0NDEzNV5BMl5BanBnXkFtZTgwOTIxNDU1MDE@.jpg"
"Peter Jackson";" The Hobbit: An Unexpected Journey";" 2012";" 7.9";" 597385";" http://ia.media-imdb.com/images/M/MV5BMTcwNTE4MTUxMl5BMl5BanBnXkFtZTcwMDIyODM4OA@@._V1._SX94_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTcwNTE4MTUxMl5BMl5BanBnXkFtZTcwMDIyODM4OA@@.jpg"
"Peter Jackson";" The Lovely Bones";" 2009";" 6.7";" 118659";" http://ia.media-imdb.com/images/M/MV5BMjAwNDA1MTM2MF5BMl5BanBnXkFtZTcwMzg3NDcwMw@@._V1._SX95_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjAwNDA1MTM2MF5BMl5BanBnXkFtZTcwMzg3NDcwMw@@.jpg"
"Peter Jackson";" King Kong";" 2005";" 7.3";" 299837";" http://ia.media-imdb.com/images/M/MV5BMTgzODQwNjAwOV5BMl5BanBnXkFtZTcwMDA4MDA0MQ@@._V1._SX95_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTgzODQwNjAwOV5BMl5BanBnXkFtZTcwMDA4MDA0MQ@@.jpg"
"Peter Jackson";" The Lord of the Rings: The Return of the King";" 2003";" 8.9";" 1124967";" http://ia.media-imdb.com/images/M/MV5BMjE4MjA1NTAyMV5BMl5BanBnXkFtZTcwNzM1NDQyMQ@@._V1._SX94_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjE4MjA1NTAyMV5BMl5BanBnXkFtZTcwNzM1NDQyMQ@@.jpg"
"Peter Jackson";" The Lord of the Rings: The Two Towers";" 2002";" 8.7";" 1015058";" http://ia.media-imdb.com/images/M/MV5BMTAyNDU0NjY4NTheQTJeQWpwZ15BbWU2MDk4MTY2Nw@@._V1._SX96_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTAyNDU0NjY4NTheQTJeQWpwZ15BbWU2MDk4MTY2Nw@@.jpg"
"Peter Jackson";" The Lord of the Rings: The Fellowship of the Ring";" 2001";" 8.8";" 1149519";" http://ia.media-imdb.com/images/M/MV5BNTEyMjAwMDU1OV5BMl5BanBnXkFtZTcwNDQyNTkxMw@@._V1._SX96_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BNTEyMjAwMDU1OV5BMl5BanBnXkFtZTcwNDQyNTkxMw@@.jpg"
"Peter Jackson";" The Frighteners";" 1996";" 7.2";" 66057";" http://ia.media-imdb.com/images/M/MV5BMjE3NDQzNjc0NV5BMl5BanBnXkFtZTYwMjUwNDE5._V1._SX97_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjE3NDQzNjc0NV5BMl5BanBnXkFtZTYwMjUwNDE5.jpg"
"Peter Jackson";" Heavenly Creatures";" 1994";" 7.5";" 48313";" http://ia.media-imdb.com/images/M/MV5BMTQ2NzUzMDUzMV5BMl5BanBnXkFtZTgwMzI0NzkxMjE@._V1._SX91_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTQ2NzUzMDUzMV5BMl5BanBnXkFtZTgwMzI0NzkxMjE@.jpg"
"Peter Jackson";" Braindead";" 1992";" 7.6";" 74236";" http://ia.media-imdb.com/images/M/MV5BMTc2ODI4NjYxOF5BMl5BanBnXkFtZTgwODU0ODgwNzE@._V1._SX93_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTc2ODI4NjYxOF5BMl5BanBnXkFtZTgwODU0ODgwNzE@.jpg"
"Peter Jackson";" Meet the Feebles";" 1989";" 6.7";" 15438";" http://ia.media-imdb.com/images/M/MV5BMTI5Mzg3NDAwNV5BMl5BanBnXkFtZTYwMTQ1MTg5._V1._SX97_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTI5Mzg3NDAwNV5BMl5BanBnXkFtZTYwMTQ1MTg5.jpg"
"Peter Jackson";" Bad Taste";" 1987";" 6.7";" 34826";" http://ia.media-imdb.com/images/M/MV5BMTQzNTAzODM5OV5BMl5BanBnXkFtZTcwODU0Mzk0NQ@@._V1._SX99_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTQzNTAzODM5OV5BMl5BanBnXkFtZTcwODU0Mzk0NQ@@.jpg"
"Sergio Leone";" Once Upon a Time in America";" 1984";" 8.4";" 204201";" http://ia.media-imdb.com/images/M/MV5BNDMwMDcyODkzOV5BMl5BanBnXkFtZTcwNTQ1Njg3OA@@._V1._SX99_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BNDMwMDcyODkzOV5BMl5BanBnXkFtZTcwNTQ1Njg3OA@@.jpg"
"Sergio Leone";" Un genio, due compari, un pollo";" 1975";" 6.4";" 3584";" http://ia.media-imdb.com/images/M/MV5BMTIyMjYzOTYwMl5BMl5BanBnXkFtZTYwNDU0Mjg5._V1._SX96_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTIyMjYzOTYwMl5BMl5BanBnXkFtZTYwNDU0Mjg5.jpg"
"Sergio Leone";" Giù la testa";" 1971";" 7.7";" 20621";" http://ia.media-imdb.com/images/M/MV5BMTY5Mjg3MzY4NV5BMl5BanBnXkFtZTcwNTM3MTc0MQ@@._V1._SX100_SY136_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTY5Mjg3MzY4NV5BMl5BanBnXkFtZTcwNTM3MTc0MQ@@.jpg"
"Sergio Leone";" C'era una volta il West";" 1968";" 8.6";" 200810";" http://ia.media-imdb.com/images/M/MV5BMTEyODQzNDkzNjVeQTJeQWpwZ15BbWU4MDgyODk1NDEx._V1._SX99_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTEyODQzNDkzNjVeQTJeQWpwZ15BbWU4MDgyODk1NDEx.jpg"
"Sergio Leone";" Il buono, il brutto, il cattivo";" 1966";" 8.9";" 468312";" http://ia.media-imdb.com/images/M/MV5BOTQ5NDI3MTI4MF5BMl5BanBnXkFtZTgwNDQ4ODE5MDE@._V1._SX92_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BOTQ5NDI3MTI4MF5BMl5BanBnXkFtZTgwNDQ4ODE5MDE@.jpg"
"Sergio Leone";" Per qualche dollaro in più";" 1965";" 8.3";" 143154";" http://ia.media-imdb.com/images/M/MV5BMTQzMjIzOTEzMF5BMl5BanBnXkFtZTcwMTUzNTk3NA@@._V1._SX93_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTQzMjIzOTEzMF5BMl5BanBnXkFtZTcwMTUzNTk3NA@@.jpg"
"Sergio Leone";" Per un pugno di dollari";" 1964";" 8.1";" 132547";" http://ia.media-imdb.com/images/M/MV5BMTAzODAxMzg1MzZeQTJeQWpwZ15BbWU3MDgwMzE5ODk@._V1._SX95_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTAzODAxMzg1MzZeQTJeQWpwZ15BbWU3MDgwMzE5ODk@.jpg"
"Sergio Leone";" Il cambio della guardia";" 1962";" 5.6";" 112";" http://ia.media-imdb.com/images/M/MV5BMTQwNDUzNzYxN15BMl5BanBnXkFtZTgwNzgyMjgwMjE@._V1._SX100_SY135_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTQwNDUzNzYxN15BMl5BanBnXkFtZTgwNzgyMjgwMjE@.jpg"
"Sergio Leone";" Il colosso di Rodi";" 1961";" 5.9";" 1732";" http://ia.media-imdb.com/images/M/MV5BMTI3ODc4MjQ3M15BMl5BanBnXkFtZTcwNzI3MTc0MQ@@._V1._SX94_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTI3ODc4MjQ3M15BMl5BanBnXkFtZTcwNzI3MTc0MQ@@.jpg"
"Sergio Leone";" Gli ultimi giorni di Pompei";" 1959";" 5.7";" 697";" NA";" NA"
"Sergio Leone";" Hanno rubato un tram";" 1956";" 6.9";" 81";" NA";" NA"
"Luis Buñuel";" Cet obscur objet du désir";" 1977";" 8.0";" 13978";" http://ia.media-imdb.com/images/M/MV5BMTU0NjY1NjgzNV5BMl5BanBnXkFtZTcwMTQ4MjQyMQ@@._V1._SX99_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTU0NjY1NjgzNV5BMl5BanBnXkFtZTcwMTQ4MjQyMQ@@.jpg"
"Luis Buñuel";" Le fantôme de la liberté";" 1974";" 8.0";" 9848";" http://ia.media-imdb.com/images/M/MV5BMjE1MzQ1MjQ0M15BMl5BanBnXkFtZTcwNTc0NzgyMQ@@._V1._SX100_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjE1MzQ1MjQ0M15BMl5BanBnXkFtZTcwNTc0NzgyMQ@@.jpg"
"Luis Buñuel";" Le charme discret de la bourgeoisie";" 1972";" 8.0";" 25604";" http://ia.media-imdb.com/images/M/MV5BMTIxNTU0MjQ1Nl5BMl5BanBnXkFtZTcwODkwMzcxMQ@@._V1._SX98_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTIxNTU0MjQ1Nl5BMl5BanBnXkFtZTcwODkwMzcxMQ@@.jpg"
"Luis Buñuel";" Tristana";" 1970";" 7.6";" 6785";" http://ia.media-imdb.com/images/M/MV5BMTc5MzU1ODExNV5BMl5BanBnXkFtZTYwNDQyMjI5._V1._SX94_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTc5MzU1ODExNV5BMl5BanBnXkFtZTYwNDQyMjI5.jpg"
"Luis Buñuel";" La voie lactée";" 1969";" 7.7";" 4763";" http://ia.media-imdb.com/images/M/MV5BMTM0OTkxMzY1NV5BMl5BanBnXkFtZTcwMTY2MTI1MQ@@._V1._SX98_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTM0OTkxMzY1NV5BMl5BanBnXkFtZTcwMTY2MTI1MQ@@.jpg"
"Luis Buñuel";" Belle de jour";" 1967";" 7.8";" 27552";" http://ia.media-imdb.com/images/M/MV5BMTMyMjUyNDY5MV5BMl5BanBnXkFtZTcwMzMxNDkxMQ@@._V1._SX100_SY137_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTMyMjUyNDY5MV5BMl5BanBnXkFtZTcwMzMxNDkxMQ@@.jpg"
"Luis Buñuel";" Le journal d'une femme de chambre";" 1964";" 7.6";" 5903";" http://ia.media-imdb.com/images/M/MV5BMTIxMTcyNjQ5OF5BMl5BanBnXkFtZTcwOTIxOTIyMQ@@._V1._SX97_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTIxMTcyNjQ5OF5BMl5BanBnXkFtZTcwOTIxOTIyMQ@@.jpg"
"Luis Buñuel";" El ángel exterminador";" 1962";" 8.2";" 18636";" http://ia.media-imdb.com/images/M/MV5BMzczNjE3OTY4MV5BMl5BanBnXkFtZTgwOTk5NTg0MTE@._V1._CR218,227,1124,1555._SX100_SY138_.jpg";" http://ia.media-imdb.com/images/M/MV5BMzczNjE3OTY4MV5BMl5BanBnXkFtZTgwOTk5NTg0MTE@._V1._CR218,227,1124,1555._SX100_SY138_.jpg"
"Luis Buñuel";" Viridiana";" 1961";" 8.3";" 15212";" http://ia.media-imdb.com/images/M/MV5BMTQ4ODg4NjE0Nl5BMl5BanBnXkFtZTgwNDQ3NDQ0MjE@._V1._SX100_SY129_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTQ4ODg4NjE0Nl5BMl5BanBnXkFtZTgwNDQ3NDQ0MjE@.jpg"
